id,instruction,answer,option_c,option_b,option_a,option_d,
ARC-Challenge/test/MDSA_2013_8_40,Un cercetător va repeta o investigație de mai multe ori înainte de a trage în cele din urmă o concluzie. Care este cea mai bună explicație pentru care un cercetător repetă o investigație?,C,Repetarea asigură acuratețea datelor obținute.,Repetarea este obligatorie pentru a publica o concluzie.,Repetarea este necesară pentru a dovedi o ipoteză.,Repetarea ii ajută pe cercetători să rămână obiectivi în ceea ce privește observațiile.,
ARC-Challenge/test/Mercury_7109498,Arborii Sequoia din Sierra Nevada din California sunt giganti inalti. Unii dintre ei au peste 3000 de ani. Care afirmatie ilustreaza cel mai bine modul in care incendiile de vegetatie au beneficiat acesti arbori?,B,Ele permit arborilor mai mari sa actioneze ca specii pionier.,Ele elimina o parte din competitia pentru nutrienti.,Ele creeaza un eveniment secundar de succesiune.,"Ele stimuleaza cresterea in arbori mai mici, toleranti la umbra.",
ARC-Challenge/test/Mercury_7215670,"Membrii aceleiași specii de păsări au devenit separați geografic. În timp, cele două grupuri s-au dezvoltat și au devenit două specii separate. Care dintre aceste observații este cea mai bună dovadă că două specii separate s-au dezvoltat?",C,Fiecare grup are obiceiuri diferite de împerechere.,Fiecare grup are o preferință de habitat diferită.,Fiecare grup are o preferință de hrănire diferită.,Fiecare grup este activ într-un moment diferit al zilei.,
ARC-Challenge/test/Mercury_SC_407302,Apa este găsită subteran în multe zone. Pomparea unor cantități mari de apă dintr-o zonă de calcar subteran va duce cel mai probabil la care dintre următoarele?,C,prăbușirea terenului deasupra stratului de calcar,inundația cursurilor de apă din jurul zonei,ruperea stratului de calcar,o schimbare în tipul de rocă formată în acea zonă,
ARC-Challenge/test/Mercury_178325,"Oamenii de știință au studiat populațiile de biban de gura mare în mai multe locații geografice diferite. Au înregistrat informații despre mărimea, numărul și greutatea peștilor din fiecare populație. Care dintre următoarele este cel mai potrivit pentru înregistrarea acestor date?",C,un tabel,un diagramă,o hartă,un grafic,
ARC-Challenge/test/OHAT_2010_8_8,Teniile de pește stick attach la branhiile și intestinele peștelui de bas. Acești viermi supraviețuiesc prin preluarea nutrienților din bas. Ce tip de relație reprezintă aceasta?,B,mutualism,parazitism,prădare,comensalism,
ARC-Challenge/test/Mercury_SC_400708,Gazul și uleiul provin din depozitele de petrol aflate adânc în pământ. Ce anume a cauzat formarea acestor depozite?,C,Rămășițele plantelor și animalelor au fost prinse.,Lava s-a depus și apoi s-a răcit.,Stâncile au fost dizolvate de apă.,"Aerul, apa și mineralele s-au combinat.",
ARC-Challenge/test/NCEOGA_2013_8_15,Ce se întâmplă cu o populație și cu competiția atunci când există o reducere a spațiului locativ?,B,Populația crește în timp ce competiția scade.,Competiția se întărește în timp ce populația se contractează.,Populația se extinde și competiția se intensifică.,Competiția slăbește și populația scade.,
ARC-Challenge/test/Mercury_7032515,Care poate furniza cea mai mare energie într-un ecosistem?,D,un brad,un coyote,un ciupercă,o pajiște cu iarbă,
ARC-Challenge/test/NYSEDREGENTS_2013_8_10,O mașină de dializă poate fi folosită pentru a elimina deșeurile din sângele pacientului. Ce sistem corporal uman funcționează într-un mod similar?,B,digestiv,excretor,reproducător,endocrin,
ARC-Challenge/test/MCAS_2006_8_24,"Un pahar este parțial umplut cu apă. Cinci cuburi de gheață sunt plasați în pahar, ceea ce determină creșterea nivelului apei până la marginea paharului. Care dintre următoarele afirmații explică cel mai bine creșterea nivelului apei?",A,Greutatea gheții este mai mică decât greutatea apei din pahar.,Masa apei din pahar este mai mică decât masa gheții.,Volumul gheții scufundate este egal cu volumul apei deplasate.,Densitatea apei din pahar este mai mare decât densitatea gheții.,
ARC-Challenge/test/Mercury_407327,"Un fizician dorește să determine viteza pe care o mașină trebuie să o atingă pentru a sări peste o rampă. Fizicianul efectuează trei încercări. În încercările doi și trei, viteza mașinii este crescută cu 20 mile pe oră. Ce investighează fizicianul când schimbă viteza?",D,variabila dependentă (care răspunde),enunțul ipotezei,controlul,variabila independentă (manipulată),
ARC-Challenge/test/NYSEDREGENTS_2010_8_35,Un elev încearcă să dizolve 20 de grame de zahăr într-un pahar ce conține 250 de mililitri de apă la temperatura camerei. Ce poate face elevul pentru a dizolva zahărul mai repede în apă?,C,amestecă rapid,folosește bucăți mai mari de zahăr,scade temperatura apei,folosește mai puțină apă,
ARC-Challenge/test/MDSA_2007_8_30,"Pe măsură ce populația umană crește, cererea pentru resurse naturale crește. Care activitate irosește o resursă naturală?",C,aruncarea dozelor de aluminiu,utilizarea transportului public,stingerea luminilor,deschiderea ferestrelor pentru răcirea unei case,
ARC-Challenge/test/Mercury_7270358,"Diferențierea celulelor este rezultatul expresiei genelor. Genele pot fi reglementate prin mai multe modalități. De exemplu, moleculele mici de interferență cu ARN (siARN) previn expresia genelor prin legarea la produsul de transcripție. Cum pot moleculele de siARN să reducă la tăcere genele?",D,Ele se leagă de polimeraza ARN.,Ele se leagă de tRNA.,Ele se leagă de ribozomi.,Ele se leagă de ARNm.,
ARC-Challenge/test/Mercury_7091823,"În ciclul azotului, azotul poate reveni la litosferă direct din atmosferă prin",A,condensare.,poluare atmosferică.,fulgere.,respirație celulară.,
ARC-Challenge/test/NYSEDREGENTS_2012_4_1,Care dintre obiectele de mai jos are cea mai mare flexibilitate?,B,unghie de metal,pahar de hârtie,bloc de lemn,sticlă de sticlă,
ARC-Challenge/test/Mercury_SC_413439,Care investigație va testa cel mai bine efectele gravitației asupra obiectelor în mișcare?,A,O bicicletă care accelerează pe o suprafață plană,Baloane care plutesc în sus de la aceeași înălțime,Creioane care cad de la aceeași înălțime,O minge care încetinește pe o suprafață plană,
ARC-Challenge/test/TIMSS_2007_8_pg60,Care dintre următoarele animale au fost pe Pământ pentru cel mai lung timp?,C,Pești,Păsări,Oameni,Reptile,
ARC-Challenge/test/Mercury_SC_405130,"O clasă de științe este împărțită în două grupuri. Primul grup ascultă muzică tare într-o cameră care are covor gros pe tavan, pe pereți și pe podea. Al doilea grup se află în afara camerei, dar nu aude muzica deoarece sunetul a fost",A,reflectat de covor.,refractat de covor.,absorbit de covor.,amplificat de covor.,
ARC-Challenge/test/NYSEDREGENTS_2013_4_1,Care este afirmația care descrie cum energia poate fi de ajutor?,C,Electricitatea încălzește un cuptor.,Un incendiu distruge o casă.,Fulgerul lovește o clădire.,Vântul doboară o pană publicitară.,
ARC-Challenge/test/Mercury_7163818,"Când un meteorit care se deplasează cu viteză mare intră în atmosfera Pământului, încetinește și devine foarte fierbinte din cauza frecării. Care factor are cea mai mare influență asupra cantității de frecare pe care o întâlnește un meteorit în momentul intrării sale în atmosferă?",D,energia solară,magnetismul,vremea,densitatea aerului,
ARC-Challenge/test/Mercury_416380,"Îngrășământul dintr-o zonă agricolă se scurge într-un râu. Râul transportă substanțele nutritive din acest îngrășământ și le depune într-o golf de ocean. După ce substanțele nutritive intră în golf, oamenii de știință care monitorizează apa ar vedea cel mai probabil o scădere în care dintre aceste gaze dizolvate?",A,dioxid de carbon,azot,oxigen,monoxid de carbon,
ARC-Challenge/test/Mercury_SC_400063,Evaporarea apei de pe suprafața Pământului cel mai probabil cauzează formarea,D,gazelor naturale.,munților.,ghețarilor.,calcarului.,
ARC-Challenge/test/Mercury_7108990,Care obiect ocupă cea mai mare cantitate de spațiu?,A,o stea neutron,o gaură neagră,o galaxie,un sistem solar,
ARC-Challenge/test/NCEOGA_2013_5_9,Care este cel mai probabil rezultat al unui sistem de presiune atmosferică scăzută?,B,condiții clare,condiții înnorate,temperaturi ridicate,temperaturi scăzute,
ARC-Challenge/test/ACTAAP_2014_5_8,"Care dintre următoarele descrie cel mai bine cum s-ar compara Soarele cu o stea de dimensiuni diferite, dacă ar fi una lângă cealaltă?",B,Soarele ar fi extrem de strălucitor lângă o stea medie.,Soarele ar fi mic în comparație cu una dintre cele mai mari stele.,Soarele ar fi enorm lângă o stea medie.,Soarele ar fi foarte slab în comparație cu una dintre cele mai mici stele.,
ARC-Challenge/test/Mercury_7168053,"Rădăcinile unei plante pot crește prin fisurile dintr-un trotuar și, în cele din urmă, să-l rupă. Ce fel de proces ar avea loc?",C,degradare,exfoliere,erodare,sedimentare,
ARC-Challenge/test/AIMS_2008_4_5,Studenții doresc să testeze cum se schimbă temperatura în fiecare zi pe parcursul anului. Care dintre următoarele nu trebuie să rămână aceeași în timpul testului?,C,persoana care citește măsurarea temperaturii,termometrul folosit pentru a măsura temperatura,locul unde se măsoară temperatura,ora zilei când se măsoară temperatura,
ARC-Challenge/test/MCAS_2014_8_16,"Chiar înainte de apusul soarelui, un elev a înregistrat temperatura aerului și a solului în aceeași locație. Elevul a descoperit că aerul și solul aveau aceeași temperatură. Care dintre următoarele afirmații descrie cel mai probabil modul în care temperaturile aerului și a solului au evoluat după apusul soarelui în acea zi?",D,Temperatura solului a scăzut mai rapid decât temperatura aerului.,Temperatura aerului a crescut mai rapid decât temperatura solului.,Temperatura solului a crescut mai rapid decât temperatura aerului.,Temperatura aerului a scăzut mai rapid decât temperatura solului.,
ARC-Challenge/test/Mercury_7041143,Care este nivelul de pH pentru apa pură?,C,"7,0","2,3","1,6","11,2",
ARC-Challenge/test/TIMSS_2007_4_pg19,"Unii oameni au păr drept, iar alții au păr creț. Ce decide dacă o persoană se va naște cu păr creț sau drept?",A,culoarea părului lor,tipul de păr pe care îl au frații și surorile lor,tipul de păr pe care îl au părinții lor,culoarea pielii lor,
ARC-Challenge/test/Mercury_183033,"O fată a moștenit trăsătura dominantă a gropițelor, dar sora ei nu a moștenit-o pentru că ambii părinți aveau gene diferite",B,pentru gropițe.,pentru gropițe.,pentru gropițe.,pentru gropițe.,
ARC-Challenge/test/Mercury_7164623,Un grup de prieteni a decis să meargă într-o excursie de camping pentru weekend. Ei au adunat niște ramuri și au construit un foc de tabără. Ce tip de energie a ramurilor au folosit prietenii?,C,energie chimică,energie cinetică,energie termică,energie mecanică,
ARC-Challenge/test/NYSEDREGENTS_2015_8_3,"Câinii și pisicile sunt animale care au multe structuri corporale similare, dar nu se împerechează unul cu celălalt. Aceste două animale sunt clasificate în",B,"regni diferiți, dar aceeași specie","același regn, dar specii diferite",același regn și aceeași specie,regni și specii diferite,
ARC-Challenge/test/Mercury_7138390,"Numărul de organisme vii din și în jurul unui lac a rămas destul de stabil pe tot parcursul lunii iunie. În iulie, a existat o perioadă de trei săptămâni cu temperaturi ridicate și fără precipitații. Acest lucru a dus la o suprapopulare a algei verzi care a acoperit aproape întreaga suprafață a lacului. Acest lucru ar duce cel mai probabil la",B,o creștere a temperaturii apei.,o scădere a cantității de oxigen.,o scădere a cantității de bacterii.,o creștere a populației de pești.,
ARC-Challenge/test/Mercury_7219678,Desalinizarea îndepărtează sarea din apă. Înlăturarea sării din apă poate fi riscantă deoarece procesul este scump și lent. Uneori tehnologia nu funcționează. Apa de suprafață și subterană a unei comunități de pe plajă scădea. Comunitatea a decis să construiască o instalație la scară largă pentru îndepărtarea sării din apa din golf. Planul de a construi o instalație de îndepărtare a sării a fost acceptat deoarece comunitatea,A,avea resurse financiare nelimitate.,avea acces la tehnologie avansată.,avea nevoie de resurse crescute.,avea nevoie să atenueze presiunile sociale.,
ARC-Challenge/test/Mercury_410602,Un avion se deplasează cu o viteză constantă de 800 de kilometri pe oră (km/h). Aproximativ cât timp va dura călătoria avionului pe o distanță de 200 de kilometri?,A,2 ore,25 minute,15 minute,4 ore,
ARC-Challenge/test/Mercury_7188195,Studenții au ținut niște greieri într-un acvariu de clasă. Acvariul a fost ținut într-o zonă unde ar fi primit câteva ore de soare pe zi. Acvariul conținea o zonă cu apă și o altă zonă cu sol în care creșteau plante. Din ce sursă au obținut greierii toată energia lor?,C,plantele,apa,solul,soarele,
ARC-Challenge/test/Mercury_SC_407572,Ce produce fotosinteza?,D,oxigen și azot,zahăr și dioxid de carbon,dioxid de carbon și azot,zahăr și oxigen,
ARC-Challenge/test/Mercury_7042945,Un elev măsoară accelerația unui bloc de piatră pe o suprafață plană atunci când blocul este acționat de o forță cunoscută. Ce informație suplimentară este necesară pentru a calcula precis masa blocului?,B,masa suprafeței,cantitatea de frecare,densitatea blocului,direcția mișcării,
ARC-Challenge/test/Mercury_SC_409673,"Kira observă că plantele din grădina școlii sunt verzi și cresc în iulie, dar sunt maro în decembrie. De ce plantele cresc mai mult vara decât iarna?",D,Nucleul Pământului este mai aproape de suprafață în vara.,Pământul se rotește mai rapid în vara.,Pământul este mai aproape de Soare în vara.,Jumătatea nordică a Pământului este înclinată către Soare în vara.,
